INDIVIDUALS	STRATA
T3P3-16_053	NOR
T3P3-16_054	NOR
T3P3-16_055	NOR
T3P3-16_056	NOR
T3P3-16_057	NOR
T3P4-16_001	NOR
T3P4-16_002	NOR
T3P4-16_003	NOR
T3P4-16_004	NOR
T3P4-16_005	NOR
T3P4-16_006	NOR
T3P4-16_007	NOR
T3P4-16_008	NOR
T3P4-16_009	NOR
T3P4-16_010	NOR
T3P4-16_011	NOR
T3P4-16_013	NOR
T3P4-16_014	NOR
T3P4-16_015	NOR
T3P4-16_016	NOR
T3P4-16_017	NOR
T3P4-16_018	NOR
T3P4-16_019	NOR
T3P4-16_020	NOR
T3P4-16_021	NOR
T3P4-16_022	NOR
T3P4-16_023	NOR
T3P4-16_024	NOR
T3P4-16_025	NOR
T3P4-16_026	NOR
T3P4-16_027	NOR
T3P4-16_028	NOR
T3P4-16_029	NOR
T3P4-16_030	NOR
T3P4-16_033	NOR
T3P4-16_034	NOR
T3P4-16_035	NOR
T3P4-16_036	NOR
T3P4-16_037	NOR
T3P4-16_039	NOR
T3P4-16_040	NOR
T3P4-16_041	NOR
T3P4-16_042	NOR
T3P4-16_043	NOR
T3P4-16_044	NOR
T3P4-16_045	NOR
T3P4-16_046	NOR
T3P4-16_047	NOR
T3P4-16_048	NOR
T3P4-16_051	NOR
T3P4-16_052	NOR
T3P4-16_053	NOR
T3P4-16_057	NOR
T4P1-16_001	NOR
T4P1-16_002	NOR
T4P1-16_003	NOR
T4P1-16_004	NOR
T4P1-16_005	NOR
T4P1-16_006	NOR
T4P1-16_007	NOR
T4P1-16_008	NOR
T4P1-16_009	NOR
T4P1-16_010	NOR
T4P1-16_011	NOR
T4P1-16_012	NOR
T4P1-16_013	NOR
T4P1-16_014	NOR
T4P1-16_017	NOR
T4P1-16_018	NOR
T4P1-16_019	NOR
T4P1-16_020	NOR
T4P1-16_021	NOR
T4P1-16_022	NOR
T4P1-16_023	NOR
T4P1-16_024	NOR
T4P1-16_025	NOR
T4P1-16_026	NOR
T4P1-16_027	NOR
T4P1-16_028	NOR
T4P1-16_029	NOR
T4P1-16_030	NOR
T4P1-16_032	NOR
T4P1-16_034	NOR
T4P1-16_036	NOR
T4P1-16_037	NOR
T4P1-16_038	NOR
T4P1-16_039	NOR
T4P1-16_040	NOR
T4P1-16_041	NOR
T4P1-16_042	NOR
T4P1-16_043	NOR
T4P1-16_044	NOR
T4P1-16_045	NOR
T4P1-16_046	NOR
T4P1-16_047	NOR
T4P1-16_048	NOR
T4P1-16_049	NOR
T4P1-16_050	NOR
T4P1-16_051	NOR
T4P1-16_052	NOR
T4P1-16_053	NOR
T4P1-16_054	NOR
T4P1-16_055	NOR
T4P1-16_056	NOR
T4P1-16_057	NOR
T4P2-16_001	NOR
T4P2-16_003	NOR
T4P2-16_004	NOR
T4P2-16_005	NOR
T4P2-16_006	NOR
T4P2-16_007	NOR
T4P2-16_010	NOR
T4P2-16_011	NOR
T4P2-16_012	NOR
T4P2-16_014	NOR
T4P2-16_015	NOR
T4P2-16_016	NOR
T4P2-16_017	NOR
T4P2-16_018	NOR
T4P2-16_019	NOR
T4P2-16_020	NOR
T4P2-16_021	NOR
T4P2-16_022	NOR
T4P2-16_023	NOR
T4P2-16_025	NOR
T4P2-16_026	NOR
T4P2-16_027	NOR
T4P2-16_028	NOR
T4P2-16_029	NOR
T4P2-16_030	NOR
T4P2-16_031	NOR
T4P2-16_032	NOR
T4P2-16_033	NOR
T4P2-16_034	NOR
T4P2-16_035	NOR
T4P2-16_036	NOR
T4P2-16_037	NOR
T4P2-16_038	NOR
T4P2-16_039	NOR
T4P2-16_040	NOR
T4P2-16_041	NOR
T4P2-16_042	NOR
T4P2-16_043	NOR
T4P2-16_044	NOR
T4P2-16_045	NOR
T4P2-16_046	NOR
T4P2-16_047	NOR
T4P2-16_048	NOR
T4P2-16_049	NOR
T4P2-16_050	NOR
T4P2-16_051	NOR
T4P2-16_052	NOR
T4P2-16_053	NOR
T4P2-16_054	NOR
T4P2-16_055	NOR
T4P2-16_056	NOR
T4P2-16_057	NOR
T4P3-16_008	NOR
T4P3-16_011	NOR
T4P3-16_012	NOR
T4P3-16_013	NOR
T4P3-16_015	NOR
T4P3-16_016	NOR
T4P3-16_018	NOR
T4P3-16_019	NOR
T4P3-16_020	NOR
T4P3-16_021	NOR
T4P3-16_022	NOR
T4P3-16_023	NOR
T4P3-16_024	NOR
T4P3-16_025	NOR
T4P3-16_026	NOR
T4P3-16_027	NOR
T4P3-16_028	NOR
T4P3-16_031	NOR
T4P3-16_032	NOR
T4P3-16_033	NOR
T4P3-16_034	NOR
T4P3-16_035	NOR
T4P3-16_036	NOR
T4P3-16_037	NOR
T4P3-16_038	NOR
T4P3-16_039	NOR
T4P3-16_040	NOR
T4P3-16_041	NOR
T4P3-16_042	NOR
T4P3-16_043	NOR
T4P3-16_044	NOR
T4P3-16_045	NOR
T4P3-16_046	NOR
T4P3-16_047	NOR
T4P3-16_048	NOR
T4P3-16_049	NOR
T4P3-16_050	NOR
T4P3-16_052	NOR
T4P3-16_053	NOR
T4P3-16_054	NOR
T4P3-16_055	NOR
T4P3-16_056	NOR
T4P3-16_057	NOR
T4P4-16_001	NOR
T4P4-16_002	NOR
T4P4-16_003	NOR
T4P4-16_004	NOR
T4P4-16_005	NOR
T4P4-16_006	NOR
T4P4-16_007	NOR
T4P4-16_008	NOR
T4P4-16_009	NOR
T4P4-16_010	NOR
T4P4-16_011	NOR
T4P4-16_012	NOR
T4P4-16_013	NOR
T4P4-16_014	NOR
T4P4-16_015	NOR
T4P4-16_016	NOR
T4P4-16_017	NOR
T4P4-16_018	NOR
T4P4-16_019	NOR
T4P4-16_020	NOR
T4P4-16_021	NOR
T4P4-16_022	NOR
T4P4-16_024	NOR
T4P4-16_026	NOR
T4P4-16_027	NOR
T4P4-16_028	NOR
T4P4-16_029	NOR
T4P4-16_030	NOR
T4P4-16_031	NOR
T4P4-16_032	NOR
T4P4-16_033	NOR
T4P4-16_036	NOR
T4P4-16_037	NOR
T4P4-16_038	NOR
T4P4-16_039	NOR
T4P4-16_040	NOR
T4P4-16_041	NOR
T4P4-16_042	NOR
T4P4-16_043	NOR
T4P4-16_044	NOR
T4P4-16_045	NOR
T4P4-16_046	NOR
T4P4-16_049	NOR
T4P4-16_050	NOR
T4P4-16_051	NOR
T4P4-16_052	NOR
T4P4-16_054	NOR
T4P4-16_055	NOR
T4P4-16_056	NOR
T4P4-16_057	NOR
T5P1-16_001	NOR
T5P1-16_003	NOR
T5P1-16_005	NOR
T5P1-16_006	NOR
T5P1-16_009	NOR
T5P1-16_010	NOR
T5P1-16_011	NOR
T5P1-16_013	NOR
T5P1-16_014	NOR
T5P1-16_016	NOR
T5P1-16_017	NOR
T5P1-16_018	NOR
T5P1-16_019	NOR
T5P1-16_021	NOR
T5P1-16_022	NOR
T5P1-16_023	NOR
T5P1-16_025	NOR
T5P1-16_027	NOR
T5P1-16_029	NOR
T5P1-16_030	NOR
T5P1-16_031	NOR
T5P1-16_032	NOR
T5P1-16_033	NOR
T5P1-16_034	NOR
T5P1-16_035	NOR
T5P1-16_036	NOR
T5P1-16_037	NOR
T5P1-16_038	NOR
T5P1-16_039	NOR
T5P1-16_040	NOR
T5P1-16_041	NOR
T5P1-16_042	NOR
T5P1-16_043	NOR
T5P1-16_044	NOR
T5P1-16_045	NOR
T5P1-16_047	NOR
T5P1-16_048	NOR
T5P1-16_049	NOR
T5P1-16_050	NOR
T5P1-16_051	NOR
T5P1-16_052	NOR
T5P1-16_053	NOR
T5P1-16_054	NOR
T5P1-16_055	NOR
T5P1-16_056	NOR
T5P1-16_057	NOR
T5P2-16_001	NOR
T5P2-16_002	NOR
T5P2-16_003	NOR
T5P2-16_004	NOR
T5P2-16_005	NOR
T5P2-16_006	NOR
T5P2-16_007	NOR
T5P2-16_008	NOR
T5P2-16_009	NOR
T5P2-16_010	NOR
T5P2-16_011	NOR
T5P2-16_012	NOR
T5P2-16_014	NOR
T5P2-16_015	NOR
T5P2-16_016	NOR
T5P2-16_017	NOR
T5P2-16_018	NOR
T5P2-16_020	NOR
T5P2-16_022	NOR
T5P2-16_023	NOR
T5P2-16_024	NOR
T5P2-16_025	NOR
T5P2-16_026	NOR
T5P2-16_027	NOR
T5P2-16_028	NOR
T5P2-16_029	NOR
T5P2-16_030	NOR
T5P2-16_031	NOR
T5P2-16_032	NOR
T5P2-16_033	NOR
T5P2-16_034	NOR
T5P2-16_035	NOR
T5P2-16_036	NOR
T5P2-16_037	NOR
T5P2-16_038	NOR
T5P2-16_039	NOR
T5P2-16_040	NOR
T5P2-16_042	NOR
T5P2-16_043	NOR
T5P2-16_044	NOR
T5P2-16_045	NOR
T5P2-16_046	NOR
T5P2-16_049	NOR
T5P2-16_050	NOR
T5P2-16_051	NOR
T5P2-16_052	NOR
T5P2-16_053	NOR
T5P2-16_054	NOR
T5P2-16_055	NOR
T5P2-16_056	NOR
T5P3-16_001	NOR
T5P3-16_002	NOR
T5P3-16_003	NOR
T5P3-16_004	NOR
T5P3-16_005	NOR
T5P3-16_006	NOR
T5P3-16_007	NOR
T5P3-16_008	NOR
T5P3-16_009	NOR
T5P3-16_010	NOR
T5P3-16_011	NOR
T5P3-16_012	NOR
T5P3-16_013	NOR
T5P3-16_014	NOR
T5P3-16_015	NOR
T5P3-16_016	NOR
T5P3-16_017	NOR
T5P3-16_018	NOR
T5P3-16_019	NOR
T5P3-16_020	NOR
T5P3-16_021	NOR
T5P3-16_022	NOR
T5P3-16_023	NOR
T5P3-16_025	NOR
T5P3-16_027	NOR
T5P3-16_028	NOR
T5P3-16_029	NOR
T5P3-16_030	NOR
T5P3-16_031	NOR
T5P3-16_032	NOR
T5P3-16_033	NOR
T5P3-16_035	NOR
T5P3-16_037	NOR
T5P3-16_038	NOR
T5P3-16_040	NOR
T5P3-16_041	NOR
T5P3-16_042	NOR
T5P3-16_043	NOR
T5P3-16_044	NOR
T5P3-16_045	NOR
T5P3-16_046	NOR
T5P3-16_049	NOR
T5P3-16_051	NOR
T5P3-16_052	NOR
T5P3-16_053	NOR
T5P3-16_054	NOR
T5P3-16_055	NOR
T5P3-16_056	NOR
T5P3-16_057	NOR
T5P4-16_001	NOR
T5P4-16_002	NOR
T5P4-16_003	NOR
T5P4-16_005	NOR
T5P4-16_006	NOR
T5P4-16_007	NOR
T5P4-16_008	NOR
T5P4-16_009	NOR
T5P4-16_011	NOR
T5P4-16_013	NOR
T5P4-16_014	NOR
T5P4-16_015	NOR
T5P4-16_016	NOR
T5P4-16_017	NOR
T5P4-16_018	NOR
T5P4-16_019	NOR
T5P4-16_020	NOR
T5P4-16_022	NOR
T5P4-16_023	NOR
T5P4-16_024	NOR
T5P4-16_025	NOR
T5P4-16_026	NOR
T5P4-16_027	NOR
T5P4-16_028	NOR
T5P4-16_029	NOR
T5P4-16_030	NOR
T5P4-16_031	NOR
T5P4-16_032	NOR
T5P4-16_033	NOR
T5P4-16_034	NOR
T5P4-16_036	NOR
T5P4-16_037	NOR
T5P4-16_038	NOR
T5P4-16_039	NOR
T5P4-16_040	NOR
T5P4-16_041	NOR
T5P4-16_042	NOR
T5P4-16_043	NOR
T5P4-16_044	NOR
T5P4-16_045	NOR
T5P4-16_046	NOR
T5P4-16_047	NOR
T5P4-16_048	NOR
T5P4-16_049	NOR
T5P4-16_050	NOR
T5P4-16_051	NOR
T5P4-16_052	NOR
T5P4-16_053	NOR
T5P4-16_054	NOR
T5P4-16_055	NOR
T5P4-16_056	NOR
T5P4-16_057	NOR
THEW-12_001	SOU
THEW-12_002	SOU
THEW-12_003	SOU
THEW-12_004	SOU
THEW-12_005	SOU
THEW-12_006	SOU
THEW-12_007	SOU
THEW-12_008	SOU
THEW-12_009	SOU
THEW-12_010	SOU
THEW-12_011	SOU
THEW-12_012	SOU
THEW-12_013	SOU
THEW-12_014	SOU
THEW-12_015	SOU
THEW-12_016	SOU
THEW-12_017	SOU
THEW-12_018	SOU
THEW-12_019	SOU
THEW-12_020	SOU
THEW-12_021	SOU
THEW-12_023	SOU
THEW-12_024	SOU
THEW-12_028	SOU
THEW-12_029	SOU
THEW-12_030	SOU
THEW-12_031	SOU
THEW-12_032	SOU
THEW-12_033	SOU
THEW-12_034	SOU
THEW-12_035	SOU
THEW-12_036	SOU
THEW-12_041	SOU
THEW-12_042	SOU
THEW-12_043	SOU
THEW-12_044	SOU
THEW-12_047	SOU
THEW-15_001	SOU
THEW-15_002	SOU
THEW-15_003	SOU
THEW-15_004	SOU
THEW-15_005	SOU
THEW-15_006	SOU
THEW-15_007	SOU
THEW-15_008	SOU
THEW-15_009	SOU
THEW-15_023	SOU
THEW-15_024	SOU
THEW-15_025	SOU
THEW-15_026	SOU
THEW-15_027	SOU
THEW-15_028	SOU
THEW-15_029	SOU
THEW-15_030	SOU
THEW-15_031	SOU
THEW-15_032	SOU
THEW-15_033	SOU
THEW-15_034	SOU
THEW-15_035	SOU
THEW-15_036	SOU
THEW-15_037	SOU
THEW-15_039	SOU
THEW-15_040	SOU
THEW-15_041	SOU
THEW-15_043	SOU
THEW-15_045	SOU
THEW-15_046	SOU
THEW-15_047	SOU
THEW-15_051	SOU
THEW-15_052	SOU
THEW-15_053	SOU
THEW-15_054	SOU
THEW-15_055	SOU
THEW-15_056	SOU
THEW-15_057	SOU
TIGN-15_001	NOR
TIGN-15_003	NOR
TIGN-15_004	NOR
TIGN-15_005	NOR
TIGN-15_006	NOR
TIGN-15_007	NOR
TIGN-15_008	NOR
TIGN-15_009	NOR
TIGN-15_010	NOR
TIGN-15_011	NOR
TIGN-15_012	NOR
TIGN-15_013	NOR
TIGN-15_014	NOR
TIGN-15_015	NOR
TIGN-15_016	NOR
TIGN-15_017	NOR
TIGN-15_018	NOR
TIGN-15_019	NOR
TIGN-15_020	NOR
TIGN-15_021	NOR
TIGN-15_022	NOR
TIGN-15_023	NOR
TIGN-15_024	NOR
TIGN-15_025	NOR
TIGN-15_026	NOR
TIGN-15_027	NOR
TIGN-15_028	NOR
TIGN-15_029	NOR
TIGN-15_030	NOR
TIGN-15_032	NOR
TIGN-15_033	NOR
TIGN-15_034	NOR
TIGN-15_035	NOR
TIGN-15_036	NOR
TIGN-15_038	NOR
TIGN-15_039	NOR
TIGN-15_040	NOR
TIGN-15_041	NOR
TIGN-15_042	NOR
TIGN-15_043	NOR
TIGN-15_044	NOR
TIGN-15_045	NOR
TIGN-15_046	NOR
TIGN-15_047	NOR
TIGN-15_048	NOR
TIGN-15_049	NOR
TIGN-15_050	NOR
TIGN-15_051	NOR
TIGN-15_052	NOR
TIGN-15_053	NOR
TONE-12_003	NOR
TONE-12_004	NOR
TONE-12_005	NOR
TONE-12_006	NOR
TONE-12_007	NOR
TONE-12_008	NOR
TONE-12_013	NOR
TONE-12_014	NOR
TONE-12_016	NOR
TONE-12_017	NOR
TONE-12_019	NOR
TONE-12_020	NOR
TONE-12_021	NOR
TONE-12_022	NOR
TONE-12_023	NOR
TONE-12_025	NOR
TONE-12_026	NOR
TONE-12_027	NOR
TONE-12_028	NOR
TONE-12_029	NOR
TONE-12_031	NOR
TONE-12_032	NOR
TONE-12_033	NOR
TONE-12_034	NOR
TONE-12_035	NOR
TONE-12_036	NOR
TONE-12_037	NOR
TONE-12_038	NOR
TONE-12_039	NOR
TONE-12_040	NOR
TONE-12_041	NOR
TONE-12_042	NOR
TONE-12_043	NOR
TONE-12_046	NOR
TONE-12_047	NOR
TONE-12_048	NOR
TONE-12_049	NOR
TRIT-12_001	NOR
TRIT-12_002	NOR
TRIT-12_003	NOR
TRIT-12_004	NOR
TRIT-12_005	NOR
TRIT-12_006	NOR
TRIT-12_007	NOR
TRIT-12_008	NOR
TRIT-12_009	NOR
TRIT-12_010	NOR
TRIT-12_011	NOR
TRIT-12_013	NOR
TRIT-12_015	NOR
TRIT-12_016	NOR
TRIT-12_017	NOR
TRIT-12_018	NOR
TRIT-12_019	NOR
TRIT-12_020	NOR
TRIT-12_021	NOR
TRIT-12_022	NOR
TRIT-12_023	NOR
TRIT-12_025	NOR
TRIT-12_026	NOR
TRIT-12_027	NOR
TRIT-12_028	NOR
TRIT-12_029	NOR
TRIT-12_030	NOR
TRIT-12_031	NOR
TRIT-12_032	NOR
TRIT-12_033	NOR
TRIT-12_034	NOR
TRIT-12_035	NOR
TRIT-12_036	NOR
TRIT-12_037	NOR
TRIT-12_039	NOR
TRIT-12_040	NOR
TRIT-12_041	NOR
TRIT-12_042	NOR
TRIT-12_043	NOR
TRIT-12_044	NOR
TRIT-12_045	NOR
TRIT-12_046	NOR
TRIT-12_047	NOR
TRIT-12_048	NOR
VALC-12_001	NOR
VALC-12_002	NOR
VALC-12_003	NOR
VALC-12_004	NOR
VALC-12_005	NOR
VALC-12_006	NOR
VALC-12_007	NOR
VALC-12_008	NOR
VALC-12_009	NOR
VALC-12_010	NOR
VALC-12_012	NOR
VALC-12_013	NOR
VALC-12_014	NOR
VALC-12_015	NOR
VALC-12_016	NOR
VALC-12_017	NOR
VALC-12_018	NOR
VALC-12_019	NOR
VALC-12_020	NOR
VALC-12_021	NOR
VALC-12_022	NOR
VALC-12_023	NOR
VALC-12_024	NOR
VALC-12_025	NOR
VALC-12_026	NOR
VALC-12_027	NOR
VALC-12_028	NOR
VALC-12_029	NOR
VALC-12_030	NOR
VALC-12_031	NOR
VALC-12_032	NOR
VALC-12_034	NOR
VALC-12_035	NOR
VALC-12_036	NOR
VALC-12_037	NOR
VALC-12_038	NOR
VALC-12_039	NOR
VALC-12_040	NOR
VALC-12_041	NOR
VALC-12_042	NOR
VALC-12_043	NOR
VALC-12_044	NOR
VALC-12_045	NOR
VALC-12_046	NOR
VALC-12_047	NOR
VALC-12_048	NOR
VALC-12_050	NOR
VALC-12_051	NOR
VALC-12_052	NOR
VALC-12_054	NOR
VICT-12_001	SOU
VICT-12_002	SOU
VICT-12_003	SOU
VICT-12_005	SOU
VICT-12_007	SOU
VICT-12_008	SOU
VICT-12_009	SOU
VICT-12_011	SOU
VICT-12_012	SOU
VICT-12_013	SOU
VICT-12_014	SOU
VICT-12_015	SOU
VICT-12_016	SOU
VICT-12_017	SOU
VICT-12_019	SOU
VICT-12_020	SOU
VICT-12_021	SOU
VICT-12_022	SOU
VICT-12_023	SOU
VICT-12_024	SOU
VICT-12_025	SOU
VICT-12_026	SOU
VICT-12_027	SOU
VICT-12_028	SOU
VICT-12_029	SOU
VICT-12_030	SOU
VICT-12_031	SOU
VICT-12_032	SOU
VICT-12_033	SOU
VICT-12_034	SOU
VICT-12_035	SOU
VICT-12_036	SOU
VICT-12_037	SOU
VICT-12_038	SOU
VICT-12_040	SOU
VICT-12_041	SOU
VICT-12_042	SOU
VICT-12_043	SOU
VICT-12_044	SOU
VICT-12_045	SOU
VICT-12_046	SOU
VICT-12_047	SOU
VICT-12_048	SOU
